wojewodztwo,powiat_miasto,teryt,stan_rekordu_na,liczba_na_10_tys_mieszkancow,liczba_osob_objetych_kwarantanna,liczba_ozdrowiencow,liczba_pozostalych_testow,liczba_przypadkow,liczba_testow_z_wynikiem_negatywnym,liczba_testow_z_wynikiem_pozytywnym,liczba_wykonanych_testow,liczba_zlecen_poz,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych
zachodniopomorskie,myśliborski,t3210,2021-01-06 00:00:00,2.75,291,2,2,18,81,20,103,38,3,1,2
śląskie,Mysłowice,t2470,2021-01-06 00:00:00,2.95,162,1,2,22,46,22,70,10,1,0,1
śląskie,myszkowski,t2409,2021-01-06 00:00:00,4.38,178,5,2,31,73,33,108,21,0,0,0
kujawsko-pomorskie,nakielski,t0410,2021-01-06 00:00:00,1.39,667,27,2,12,106,14,122,97,0,0,0
opolskie,namysłowski,t1606,2021-01-06 00:00:00,0.7,158,1,0,3,29,3,32,7,2,0,2
warmińsko-mazurskie,nidzicki,t2811,2021-01-06 00:00:00,5.5,273,2,1,18,46,19,66,31,0,0,0
podkarpackie,niżański,t1812,2021-01-06 00:00:00,0.75,183,2,0,5,23,5,28,19,1,0,1
mazowieckie,nowodworski,t1414,2021-01-06 00:00:00,8.31,428,2,2,66,81,67,150,43,1,1,0
pomorskie,nowodworski,t2210,2021-01-06 00:00:00,3.1,253,12,5,11,32,13,50,15,0,0,0
warmińsko-mazurskie,nowomiejski,t2812,2021-01-06 00:00:00,6.4,260,2,3,28,32,29,64,31,2,0,2
małopolskie,nowosądecki,t1210,2021-01-06 00:00:00,0.46,174,2,6,10,196,12,214,20,2,0,2
lubuskie,nowosolski,t0804,2021-01-06 00:00:00,1.86,259,4,1,16,91,22,114,34,0,0,0
małopolskie,nowotarski,t1211,2021-01-06 00:00:00,0.57,165,2,0,11,98,12,110,8,1,0,1
wielkopolskie,nowotomyski,t3015,2021-01-06 00:00:00,2.91,401,3,0,22,72,22,94,30,0,0,0
małopolskie,Nowy Sącz,t1262,2021-01-06 00:00:00,2.75,89,3,0,23,114,27,141,8,0,0,0
opolskie,nyski,t1607,2021-01-06 00:00:00,2.07,369,9,0,28,146,29,175,41,1,1,0
wielkopolskie,obornicki,t3016,2021-01-06 00:00:00,3.84,365,2,2,23,33,25,60,43,0,0,0
dolnośląskie,oławski,t0215,2021-01-06 00:00:00,2.34,355,6,3,18,78,20,101,26,7,4,3
warmińsko-mazurskie,olecki,t2813,2021-01-06 00:00:00,3.82,192,5,0,13,27,13,40,18,1,0,1
opolskie,oleski,t1608,2021-01-06 00:00:00,1.25,176,0,4,8,80,9,93,18,2,0,2
dolnośląskie,oleśnicki,t0214,2021-01-06 00:00:00,1.68,375,5,3,18,107,19,129,35,0,0,0
małopolskie,olkuski,t1212,2021-01-06 00:00:00,1.35,172,1,2,15,66,15,83,23,1,1,0
warmińsko-mazurskie,Olsztyn,t2862,2021-01-06 00:00:00,13.03,1347,30,18,224,313,237,568,200,0,0,0
warmińsko-mazurskie,olsztyński,t2814,2021-01-06 00:00:00,7.39,1141,19,9,94,156,96,261,126,0,0,0
świętokrzyskie,opatowski,t2606,2021-01-06 00:00:00,1.93,134,1,1,10,41,10,52,15,1,0,1
łódzkie,opoczyński,t1007,2021-01-06 00:00:00,0.53,119,1,3,4,84,6,93,7,2,2,0
opolskie,Opole,t1661,2021-01-06 00:00:00,3.75,713,19,3,48,160,56,219,77,2,0,2
lubelskie,opolski,t0612,2021-01-06 00:00:00,3.9,228,10,0,23,51,23,74,35,0,0,0
opolskie,opolski,t1609,2021-01-06 00:00:00,2.02,390,11,3,25,92,27,122,48,1,0,1
warmińsko-mazurskie,ostródzki,t2815,2021-01-06 00:00:00,9.43,915,25,5,98,123,99,227,97,2,0,2
mazowieckie,ostrołęcki,t1415,2021-01-06 00:00:00,1.47,224,2,2,13,45,16,63,20,0,0,0
mazowieckie,Ostrołęka,t1461,2021-01-06 00:00:00,2.31,159,2,2,12,45,12,59,27,1,0,1
świętokrzyskie,ostrowiecki,t2607,2021-01-06 00:00:00,1.01,236,5,2,11,43,12,57,27,0,0,0
mazowieckie,ostrowski,t1416,2021-01-06 00:00:00,3.19,207,3,2,23,47,23,72,24,0,0,0
wielkopolskie,ostrowski,t3017,2021-01-06 00:00:00,2.91,390,4,1,47,125,47,173,53,1,1,0
wielkopolskie,ostrzeszowski,t3018,2021-01-06 00:00:00,1.08,187,0,2,6,39,7,48,18,1,0,1
małopolskie,oświęcimski,t1213,2021-01-06 00:00:00,3.13,335,7,2,48,156,52,210,53,1,0,1
mazowieckie,otwocki,t1417,2021-01-06 00:00:00,3.05,694,19,4,38,147,42,193,85,0,0,0
łódzkie,pabianicki,t1008,2021-01-06 00:00:00,5.87,608,26,1,70,151,75,227,93,0,0,0
łódzkie,pajęczański,t1009,2021-01-06 00:00:00,0.2,133,3,1,1,42,4,47,12,2,0,2
lubelskie,parczewski,t0613,2021-01-06 00:00:00,0.29,81,0,0,1,14,3,17,11,1,0,1
mazowieckie,piaseczyński,t1418,2021-01-06 00:00:00,5.59,1390,27,4,106,203,111,318,165,1,0,1
śląskie,Piekary Śląskie,t2471,2021-01-06 00:00:00,5.83,191,2,1,32,89,36,126,36,0,0,0
wielkopolskie,pilski,t3019,2021-01-06 00:00:00,2.8,592,11,2,38,110,40,152,59,2,0,2
świętokrzyskie,pińczowski,t2608,2021-01-06 00:00:00,0.26,71,2,1,1,23,1,25,7,0,0,0
łódzkie,Piotrków Trybunalski,t1062,2021-01-06 00:00:00,3.3,250,8,1,24,142,25,168,34,26,21,5
łódzkie,piotrkowski,t1010,2021-01-06 00:00:00,2.74,326,13,5,25,116,25,146,34,26,26,0
warmińsko-mazurskie,piski,t2816,2021-01-06 00:00:00,8.04,327,6,0,45,84,45,129,37,0,0,0
wielkopolskie,pleszewski,t3020,2021-01-06 00:00:00,3.02,194,4,10,19,60,19,89,19,1,0,1
mazowieckie,Płock,t1462,2021-01-06 00:00:00,0.76,538,6,2,9,88,14,104,87,0,0,0
mazowieckie,płocki,t1419,2021-01-06 00:00:00,1.8,491,8,2,20,71,22,95,64,0,0,0
mazowieckie,płoński,t1420,2021-01-06 00:00:00,0.81,370,7,3,7,23,9,35,30,0,0,0
łódzkie,poddębicki,t1011,2021-01-06 00:00:00,5.6,182,0,1,23,51,27,79,12,1,0,1
zachodniopomorskie,policki,t3211,2021-01-06 00:00:00,8,815,27,2,65,77,67,146,65,1,0,1
dolnośląskie,polkowicki,t0216,2021-01-06 00:00:00,3.01,159,2,0,19,45,19,64,20,0,0,0
wielkopolskie,Poznań,t3064,2021-01-06 00:00:00,8.22,3418,117,30,439,990,459,1479,562,5,1,4
wielkopolskie,poznański,t3021,2021-01-06 00:00:00,8.38,2980,70,14,338,575,355,944,447,3,3,0
małopolskie,proszowicki,t1214,2021-01-06 00:00:00,1.16,67,0,1,5,31,5,37,7,0,0,0
opolskie,prudnicki,t1610,2021-01-06 00:00:00,0,94,3,0,0,32,0,32,6,0,0,0
mazowieckie,pruszkowski,t1421,2021-01-06 00:00:00,2.22,1290,8,5,37,145,41,191,116,3,0,3
mazowieckie,przasnyski,t1422,2021-01-06 00:00:00,4.39,285,3,1,23,41,24,66,32,2,2,0
podkarpackie,przemyski,t1813,2021-01-06 00:00:00,2.03,171,4,1,15,59,15,75,15,1,0,1
podkarpackie,Przemyśl,t1862,2021-01-06 00:00:00,3.47,210,3,3,21,83,23,109,28,0,0,0
podkarpackie,przeworski,t1814,2021-01-06 00:00:00,3.2,99,2,1,25,60,26,87,7,1,0,1
mazowieckie,przysuski,t1423,2021-01-06 00:00:00,0.73,96,0,2,3,45,4,51,7,1,0,1
śląskie,pszczyński,t2410,2021-01-06 00:00:00,1.43,313,8,0,16,136,18,154,23,1,0,1
pomorskie,pucki,t2211,2021-01-06 00:00:00,6.54,718,18,3,57,91,59,153,106,1,1,0
lubelskie,puławski,t0614,2021-01-06 00:00:00,2.04,444,14,2,23,133,29,164,59,1,0,1
mazowieckie,pułtuski,t1424,2021-01-06 00:00:00,3.28,187,3,2,17,46,20,68,20,0,0,0
zachodniopomorskie,pyrzycki,t3212,2021-01-06 00:00:00,5.6,377,11,4,22,80,22,106,39,0,0,0
śląskie,raciborski,t2411,2021-01-06 00:00:00,3.52,212,6,3,38,87,38,128,34,3,0,3
mazowieckie,Radom,t1463,2021-01-06 00:00:00,1.95,654,9,7,41,347,46,400,93,0,0,0
mazowieckie,radomski,t1425,2021-01-06 00:00:00,2.96,381,13,3,45,155,46,204,54,0,0,0
łódzkie,radomszczański,t1012,2021-01-06 00:00:00,1.78,329,11,1,20,126,22,149,37,5,0,5
kujawsko-pomorskie,radziejowski,t0411,2021-01-06 00:00:00,3.48,238,2,0,14,38,14,52,28,0,0,0
lubelskie,radzyński,t0615,2021-01-06 00:00:00,0.51,196,2,0,3,62,4,66,12,0,0,0
wielkopolskie,rawicki,t3022,2021-01-06 00:00:00,3.15,174,1,0,19,49,20,69,26,0,0,0
łódzkie,rawski,t1013,2021-01-06 00:00:00,1.65,203,1,0,8,65,9,74,16,0,0,0
podkarpackie,ropczycko-sędziszowski,t1815,2021-01-06 00:00:00,0.67,83,3,0,5,80,8,88,7,0,0,0
śląskie,Ruda Śląska,t2472,2021-01-06 00:00:00,3.65,502,9,3,50,137,52,192,69,0,0,0
śląskie,rybnicki,t2412,2021-01-06 00:00:00,2.56,163,5,1,20,64,22,87,18,3,1,2
śląskie,Rybnik,t2473,2021-01-06 00:00:00,3.48,346,8,4,48,170,59,233,44,4,0,4
lubelskie,rycki,t0616,2021-01-06 00:00:00,2.69,268,3,0,15,64,19,83,25,1,1,0
kujawsko-pomorskie,rypiński,t0412,2021-01-06 00:00:00,2.76,113,0,1,12,40,12,53,14,2,0,2
podkarpackie,Rzeszów,t1863,2021-01-06 00:00:00,3.51,471,9,2,69,250,72,324,56,1,0,1
podkarpackie,rzeszowski,t1816,2021-01-06 00:00:00,2.12,403,9,2,36,176,42,220,63,2,0,2
świętokrzyskie,sandomierski,t2609,2021-01-06 00:00:00,2.48,274,6,1,19,118,26,145,43,0,0,0
podkarpackie,sanocki,t1817,2021-01-06 00:00:00,0.53,94,1,0,5,98,5,103,14,1,0,1
podlaskie,sejneński,t2009,2021-01-06 00:00:00,4.04,73,2,3,8,4,8,15,9,0,0,0
kujawsko-pomorskie,sępoleński,t0413,2021-01-06 00:00:00,3.42,356,20,2,14,77,14,93,20,0,0,0
mazowieckie,Siedlce,t1464,2021-01-06 00:00:00,1.92,248,5,1,15,110,19,130,22,0,0,0
mazowieckie,siedlecki,t1426,2021-01-06 00:00:00,1.72,219,1,0,14,73,15,88,21,1,0,1
śląskie,Siemianowice Śląskie,t2474,2021-01-06 00:00:00,2.85,191,2,2,19,53,20,75,35,1,1,0
podlaskie,siemiatycki,t2010,2021-01-06 00:00:00,0.46,80,1,0,2,26,2,28,15,1,0,1
łódzkie,sieradzki,t1014,2021-01-06 00:00:00,2.47,411,9,8,29,117,34,159,45,3,0,3
mazowieckie,sierpecki,t1427,2021-01-06 00:00:00,0.97,246,3,0,5,24,5,29,19,0,0,0
świętokrzyskie,skarżyski,t2610,2021-01-06 00:00:00,1.9,135,5,1,14,63,19,83,16,0,0,0
łódzkie,Skierniewice,t1063,2021-01-06 00:00:00,4.8,196,1,0,23,57,24,81,22,0,0,0
łódzkie,skierniewicki,t1015,2021-01-06 00:00:00,6.81,131,2,0,26,38,26,64,16,0,0,0
zachodniopomorskie,sławieński,t3213,2021-01-06 00:00:00,2.86,408,11,1,16,49,18,68,34,0,0,0
lubuskie,słubicki,t0805,2021-01-06 00:00:00,4.9,387,7,3,23,36,24,63,33,2,0,2
wielkopolskie,słupecki,t3023,2021-01-06 00:00:00,2.03,373,6,0,12,17,13,30,42,1,0,1
pomorskie,Słupsk,t2263,2021-01-06 00:00:00,6.86,720,9,7,62,175,68,250,80,0,0,0
pomorskie,słupski,t2212,2021-01-06 00:00:00,5.47,617,16,7,54,113,59,179,67,0,0,0
mazowieckie,sochaczewski,t1428,2021-01-06 00:00:00,3.53,554,6,1,30,78,33,112,68,1,0,1
mazowieckie,sokołowski,t1429,2021-01-06 00:00:00,3.17,141,2,3,17,46,18,67,22,1,1,0
podlaskie,sokólski,t2011,2021-01-06 00:00:00,9.35,322,30,0,62,51,65,116,44,0,0,0
pomorskie,Sopot,t2264,2021-01-06 00:00:00,3.37,166,9,3,12,42,14,59,25,2,1,1
śląskie,Sosnowiec,t2475,2021-01-06 00:00:00,2.26,576,15,3,45,191,50,244,74,1,0,1
dolnośląskie,średzki,t0218,2021-01-06 00:00:00,4.88,205,3,3,27,43,27,73,23,1,0,1
wielkopolskie,średzki,t3025,2021-01-06 00:00:00,1.52,406,6,1,9,33,9,43,45,2,1,1
wielkopolskie,śremski,t3026,2021-01-06 00:00:00,3.58,292,2,0,22,59,23,82,14,3,0,3
podkarpackie,stalowowolski,t1818,2021-01-06 00:00:00,0.76,338,8,1,8,49,8,58,39,2,0,2
świętokrzyskie,starachowicki,t2611,2021-01-06 00:00:00,2.13,247,1,2,19,70,20,92,23,1,0,1
zachodniopomorskie,stargardzki,t3214,2021-01-06 00:00:00,4.58,730,12,2,55,132,61,195,102,1,0,1
pomorskie,starogardzki,t2213,2021-01-06 00:00:00,4.6,576,14,7,59,91,59,157,67,1,1,0
świętokrzyskie,staszowski,t2612,2021-01-06 00:00:00,1.54,231,4,2,11,140,15,157,12,1,0,1
opolskie,strzelecki,t1611,2021-01-06 00:00:00,2.83,232,7,2,21,74,22,98,27,1,0,1
lubuskie,strzelecko-drezdenecki,t0806,2021-01-06 00:00:00,5.73,225,9,11,28,79,37,127,15,0,0,0
dolnośląskie,strzeliński,t0217,2021-01-06 00:00:00,0.69,144,5,0,3,29,3,32,18,2,0,2
podkarpackie,strzyżowski,t1819,2021-01-06 00:00:00,0.16,101,1,0,1,52,2,54,5,2,0,2
lubuskie,sulęciński,t0807,2021-01-06 00:00:00,2.56,181,6,7,9,57,16,80,20,2,2,0
małopolskie,suski,t1215,2021-01-06 00:00:00,1.19,164,1,0,10,66,10,76,14,0,0,0
podlaskie,Suwałki,t2063,2021-01-06 00:00:00,5.73,251,5,5,40,47,40,92,42,2,0,2
podlaskie,suwalski,t2012,2021-01-06 00:00:00,2.81,126,5,3,10,14,10,27,15,1,0,1
dolnośląskie,świdnicki,t0219,2021-01-06 00:00:00,1.47,659,4,5,23,141,25,171,36,4,0,4
lubelskie,świdnicki,t0617,2021-01-06 00:00:00,5.3,397,13,0,38,76,39,115,48,1,1,0
zachodniopomorskie,świdwiński,t3216,2021-01-06 00:00:00,6.02,328,6,0,28,66,29,95,32,0,0,0
lubuskie,świebodziński,t0808,2021-01-06 00:00:00,4.13,319,5,0,23,86,28,114,41,2,2,0
kujawsko-pomorskie,świecki,t0414,2021-01-06 00:00:00,9.4,769,20,2,93,142,94,238,69,2,0,2
śląskie,Świętochłowice,t2476,2021-01-06 00:00:00,2.63,133,4,2,13,42,14,58,28,0,0,0
zachodniopomorskie,Świnoujście,t3263,2021-01-06 00:00:00,8.08,307,8,1,33,39,35,75,18,0,0,0
wielkopolskie,szamotulski,t3024,2021-01-06 00:00:00,1.53,633,13,0,14,77,16,93,77,0,0,0
zachodniopomorskie,Szczecin,t3262,2021-01-06 00:00:00,7.51,2951,114,10,301,509,328,847,377,4,0,4
zachodniopomorskie,szczecinecki,t3215,2021-01-06 00:00:00,2.33,432,0,0,18,105,18,123,76,1,0,1
warmińsko-mazurskie,szczycieński,t2817,2021-01-06 00:00:00,6.79,433,12,0,47,66,48,114,52,0,0,0
pomorskie,sztumski,t2216,2021-01-06 00:00:00,5.59,310,6,1,23,60,25,86,35,1,0,1
mazowieckie,szydłowiecki,t1430,2021-01-06 00:00:00,1.01,61,1,3,4,21,4,28,8,0,0,0
podkarpackie,Tarnobrzeg,t1864,2021-01-06 00:00:00,4.51,142,2,0,21,82,25,107,11,0,0,0
podkarpackie,tarnobrzeski,t1820,2021-01-06 00:00:00,3.59,149,4,1,19,55,22,78,10,2,0,2
śląskie,tarnogórski,t2413,2021-01-06 00:00:00,1.92,523,11,1,27,152,31,184,74,2,0,2
małopolskie,Tarnów,t1263,2021-01-06 00:00:00,0.83,171,5,0,9,90,12,102,15,0,0,0
małopolskie,tarnowski,t1216,2021-01-06 00:00:00,0.89,246,3,1,18,227,24,252,26,0,0,0
małopolskie,tatrzański,t1217,2021-01-06 00:00:00,2.5,75,0,0,17,55,18,73,5,1,0,1
pomorskie,tczewski,t2214,2021-01-06 00:00:00,3.11,636,8,5,36,75,37,117,64,4,0,4
lubelskie,tomaszowski,t0618,2021-01-06 00:00:00,3.04,201,4,1,25,42,28,71,24,1,0,1
łódzkie,tomaszowski,t1016,2021-01-06 00:00:00,3.19,384,7,3,37,139,38,180,32,5,0,5
kujawsko-pomorskie,Toruń,t0463,2021-01-06 00:00:00,8.9,1487,47,4,179,585,190,779,201,3,0,3
kujawsko-pomorskie,toruński,t0415,2021-01-06 00:00:00,7.25,942,18,11,79,229,83,323,129,0,0,0
dolnośląskie,trzebnicki,t0220,2021-01-06 00:00:00,1.64,326,5,1,14,61,16,78,32,0,0,0
kujawsko-pomorskie,tucholski,t0416,2021-01-06 00:00:00,4.14,369,3,4,20,70,20,94,38,1,0,1
wielkopolskie,turecki,t3027,2021-01-06 00:00:00,0.36,270,4,3,3,37,5,45,23,1,0,1
śląskie,Tychy,t2477,2021-01-06 00:00:00,4.79,499,15,5,61,124,63,192,60,1,0,1
kujawsko-pomorskie,wąbrzeski,t0417,2021-01-06 00:00:00,17,221,3,0,58,49,61,110,31,2,2,0
małopolskie,wadowicki,t1218,2021-01-06 00:00:00,2.13,402,7,1,34,120,36,157,42,0,0,0
wielkopolskie,wągrowiecki,t3028,2021-01-06 00:00:00,2.28,298,7,7,16,92,18,117,27,1,0,1
dolnośląskie,Wałbrzych,t0265,2021-01-06 00:00:00,1.45,340,5,1,16,215,19,235,32,4,1,3
dolnośląskie,wałbrzyski,t0221,2021-01-06 00:00:00,1.62,171,5,1,9,54,10,65,20,0,0,0
zachodniopomorskie,wałecki,t3217,2021-01-06 00:00:00,1.7,348,4,0,9,45,11,56,38,6,0,6
mazowieckie,Warszawa,t1465,2021-01-06 00:00:00,3.43,10351,222,96,616,2250,682,3028,1133,12,0,12
mazowieckie,warszawski zachodni,t1432,2021-01-06 00:00:00,3.35,851,14,3,40,109,42,154,85,0,0,0
warmińsko-mazurskie,węgorzewski,t2819,2021-01-06 00:00:00,11.97,189,1,0,27,41,27,68,35,0,0,0
mazowieckie,węgrowski,t1433,2021-01-06 00:00:00,1.52,254,5,0,10,40,12,52,23,1,0,1
pomorskie,wejherowski,t2215,2021-01-06 00:00:00,4.53,1369,41,18,99,262,101,381,191,0,0,0
małopolskie,wielicki,t1219,2021-01-06 00:00:00,1.38,345,3,3,18,81,18,102,33,0,0,0
łódzkie,wieluński,t1017,2021-01-06 00:00:00,1.45,211,7,1,11,101,14,116,23,2,1,1
łódzkie,wieruszowski,t1018,2021-01-06 00:00:00,1.19,92,2,0,5,23,5,28,8,0,0,0
kujawsko-pomorskie,Włocławek,t0464,2021-01-06 00:00:00,6.04,529,10,1,66,121,69,191,70,4,1,3
kujawsko-pomorskie,włocławski,t0418,2021-01-06 00:00:00,3.26,451,5,1,28,57,29,87,38,4,0,4
lubelskie,włodawski,t0619,2021-01-06 00:00:00,8.9,197,2,0,34,33,34,67,32,1,1,0
świętokrzyskie,włoszczowski,t2613,2021-01-06 00:00:00,2,103,1,2,9,44,10,56,12,0,0,0
śląskie,wodzisławski,t2415,2021-01-06 00:00:00,2.99,315,9,2,47,136,49,187,29,3,1,2
mazowieckie,wołomiński,t1434,2021-01-06 00:00:00,5.97,1249,32,27,150,235,153,415,133,2,1,1
dolnośląskie,wołowski,t0222,2021-01-06 00:00:00,1.28,222,5,3,6,31,7,41,32,0,0,0
wielkopolskie,wolsztyński,t3029,2021-01-06 00:00:00,1.04,199,2,0,6,49,7,56,20,0,0,0
dolnośląskie,Wrocław,t0264,2021-01-06 00:00:00,2.49,2631,65,18,160,822,177,1017,304,6,6,0
dolnośląskie,wrocławski,t0223,2021-01-06 00:00:00,2.4,738,12,3,37,134,38,175,68,1,1,0
wielkopolskie,wrzesiński,t3030,2021-01-06 00:00:00,6.79,642,20,3,53,48,58,109,79,2,2,0
lubuskie,wschowski,t0812,2021-01-06 00:00:00,2.06,97,1,1,8,53,8,62,12,0,0,0
podlaskie,wysokomazowiecki,t2013,2021-01-06 00:00:00,1.59,165,3,0,9,38,9,47,8,0,0,0
mazowieckie,wyszkowski,t1435,2021-01-06 00:00:00,2.42,246,5,3,18,43,18,64,27,0,0,0
dolnośląskie,ząbkowicki,t0224,2021-01-06 00:00:00,4.19,226,5,0,27,142,28,170,18,3,1,2
śląskie,Zabrze,t2478,2021-01-06 00:00:00,4.14,476,14,5,71,174,79,258,62,2,0,2
lubuskie,żagański,t0810,2021-01-06 00:00:00,1.53,246,5,1,12,79,12,92,35,0,0,0
podlaskie,zambrowski,t2014,2021-01-06 00:00:00,3.92,145,1,0,17,49,20,69,18,0,0,0
lubelskie,zamojski,t0620,2021-01-06 00:00:00,2.17,188,2,2,23,72,27,101,24,0,0,0
lubelskie,Zamość,t0664,2021-01-06 00:00:00,3.01,182,6,1,19,74,20,95,21,0,0,0
lubuskie,żarski,t0811,2021-01-06 00:00:00,4.7,350,22,2,45,66,46,114,34,0,0,0
śląskie,zawierciański,t2416,2021-01-06 00:00:00,3.24,365,7,2,38,127,41,170,34,1,0,1
łódzkie,zduńskowolski,t1019,2021-01-06 00:00:00,6.19,223,4,1,41,76,44,121,46,0,0,0
łódzkie,zgierski,t1020,2021-01-06 00:00:00,6.56,949,40,6,109,274,117,397,125,5,0,5
dolnośląskie,zgorzelecki,t0225,2021-01-06 00:00:00,1.24,341,7,4,11,57,14,75,34,1,1,0
lubuskie,Zielona Góra,t0862,2021-01-06 00:00:00,3.33,672,19,7,47,168,50,225,71,0,0,0
lubuskie,zielonogórski,t0809,2021-01-06 00:00:00,3.7,359,7,1,28,102,35,138,30,0,0,0
dolnośląskie,złotoryjski,t0226,2021-01-06 00:00:00,2.77,190,2,1,12,34,12,47,12,0,0,0
wielkopolskie,złotowski,t3031,2021-01-06 00:00:00,9.96,425,10,1,69,65,69,135,37,1,0,1
kujawsko-pomorskie,żniński,t0419,2021-01-06 00:00:00,1.57,607,19,1,11,70,14,85,62,2,0,2
śląskie,Żory,t2479,2021-01-06 00:00:00,2.87,151,3,2,18,62,20,84,7,0,0,0
mazowieckie,żuromiński,t1437,2021-01-06 00:00:00,0.26,158,0,0,1,16,2,18,16,0,0,0
mazowieckie,zwoleński,t1436,2021-01-06 00:00:00,1.11,94,0,1,4,33,4,38,11,0,0,0
mazowieckie,żyrardowski,t1438,2021-01-06 00:00:00,3.57,367,6,7,27,61,28,96,43,0,0,0
śląskie,żywiecki,t2417,2021-01-06 00:00:00,3.08,462,8,1,47,140,50,191,41,0,0,0
kujawsko-pomorskie,aleksandrowski,t0401,2021-01-05 00:00:00,1.64,185,22,0,9,43,11,54,34,0,0,0
podlaskie,augustowski,t2001,2021-01-05 00:00:00,0.69,253,4,1,4,31,7,39,29,0,0,0
warmińsko-mazurskie,bartoszycki,t2801,2021-01-05 00:00:00,4.04,336,7,1,23,58,24,83,67,1,1,0
śląskie,będziński,t2401,2021-01-05 00:00:00,2.71,524,12,1,40,165,41,207,107,1,0,1
łódzkie,bełchatowski,t1001,2021-01-05 00:00:00,1.69,303,6,2,19,109,28,139,60,7,0,7
lubelskie,Biała Podlaska,t0661,2021-01-05 00:00:00,1.57,191,6,1,9,47,10,58,50,1,0,1
mazowieckie,białobrzeski,t1401,2021-01-05 00:00:00,0.6,159,7,1,2,25,2,28,34,0,0,0
zachodniopomorskie,białogardzki,t3201,2021-01-05 00:00:00,1.48,308,21,2,7,28,9,39,59,0,0,0
podlaskie,białostocki,t2002,2021-01-05 00:00:00,1.93,585,13,0,29,143,34,177,155,2,0,2
lubelskie,bialski,t0601,2021-01-05 00:00:00,2.35,268,14,0,26,66,29,95,70,0,0,0
podlaskie,Białystok,t2061,2021-01-05 00:00:00,1.55,1125,44,2,46,216,51,269,392,4,0,4
podlaskie,bielski,t2003,2021-01-05 00:00:00,0.37,129,2,1,2,44,3,48,31,0,0,0
śląskie,bielski,t2402,2021-01-05 00:00:00,0.96,422,8,7,16,288,17,312,105,0,0,0
śląskie,Bielsko-Biała,t2461,2021-01-05 00:00:00,0.7,525,16,3,12,242,14,259,106,0,0,0
śląskie,bieruńsko-lędziński,t2414,2021-01-05 00:00:00,0.67,148,0,0,4,39,4,43,41,0,0,0
podkarpackie,bieszczadzki,t1801,2021-01-05 00:00:00,1.39,48,0,0,3,14,4,18,12,0,0,0
lubelskie,biłgorajski,t0602,2021-01-05 00:00:00,0.89,161,5,3,9,56,12,71,36,2,1,1
małopolskie,bocheński,t1201,2021-01-05 00:00:00,0.93,187,5,2,10,68,10,80,41,1,0,1
dolnośląskie,bolesławiecki,t0201,2021-01-05 00:00:00,3,442,13,2,27,102,35,139,105,2,0,2
warmińsko-mazurskie,braniewski,t2802,2021-01-05 00:00:00,0.24,209,4,0,1,19,1,20,47,0,0,0
kujawsko-pomorskie,brodnicki,t0402,2021-01-05 00:00:00,2.02,434,9,2,16,61,16,79,76,1,0,1
małopolskie,brzeski,t1202,2021-01-05 00:00:00,0.21,169,2,1,2,143,2,146,18,1,0,1
opolskie,brzeski,t1601,2021-01-05 00:00:00,0.45,368,8,0,4,61,5,66,60,0,0,0
łódzkie,brzeziński,t1021,2021-01-05 00:00:00,1.62,92,2,1,5,19,5,25,27,0,0,0
podkarpackie,brzozowski,t1802,2021-01-05 00:00:00,0.31,92,1,1,2,86,3,90,16,0,0,0
świętokrzyskie,buski,t2601,2021-01-05 00:00:00,0.7,110,2,1,5,58,5,64,18,0,0,0
kujawsko-pomorskie,bydgoski,t0403,2021-01-05 00:00:00,9.04,1106,36,9,108,220,109,338,237,3,0,3
kujawsko-pomorskie,Bydgoszcz,t0461,2021-01-05 00:00:00,7.61,2536,144,20,264,658,293,971,591,5,0,5
śląskie,Bytom,t2462,2021-01-05 00:00:00,2.55,412,34,3,42,145,47,195,119,2,2,0
pomorskie,bytowski,t2201,2021-01-05 00:00:00,0.88,269,17,1,7,66,8,75,50,0,0,0
Cały kraj,Cały kraj,t0000,2021-01-05 00:00:00,1.99,156782,4939,829,7624,38880,8757,48466,33066,341,85,256
lubelskie,Chełm,t0662,2021-01-05 00:00:00,0.65,291,14,0,4,40,5,45,43,2,0,2
kujawsko-pomorskie,chełmiński,t0404,2021-01-05 00:00:00,4.25,396,13,1,22,68,25,94,78,0,0,0
lubelskie,chełmski,t0603,2021-01-05 00:00:00,0.64,301,10,1,5,40,7,48,69,1,0,1
wielkopolskie,chodzieski,t3001,2021-01-05 00:00:00,1.28,181,7,0,6,41,8,49,53,0,0,0
pomorskie,chojnicki,t2202,2021-01-05 00:00:00,1.95,297,10,5,19,69,19,93,59,1,0,1
śląskie,Chorzów,t2463,2021-01-05 00:00:00,1.58,285,14,1,17,81,19,101,78,1,1,0
zachodniopomorskie,choszczeński,t3202,2021-01-05 00:00:00,1.25,309,21,0,6,28,7,35,83,0,0,0
małopolskie,chrzanowski,t1203,2021-01-05 00:00:00,0.97,212,8,1,12,104,12,117,48,1,1,0
mazowieckie,ciechanowski,t1402,2021-01-05 00:00:00,0.67,328,2,0,6,131,9,140,85,1,0,1
śląskie,cieszyński,t2403,2021-01-05 00:00:00,0.9,436,9,3,16,95,22,120,81,2,0,2
